# eV	sigma	Fitting	Drude0	Lorentz1	Lorentz2	Lorentz3	Lorentz4
5.64743	2819.31844	2819.29834	43.15189	14.95754	113.91863	521.22664	2126.04365
5.63533	2813.24452	2813.43099	43.33414	15.03141	114.74833	525.03350	2115.28360
5.62322	2806.94800	2807.36312	43.51754	15.10585	115.58764	528.87598	2104.27611
5.61112	2800.49397	2801.10212	43.70211	15.18086	116.43670	532.75432	2093.02813
5.59901	2793.86727	2794.65550	43.88784	15.25645	117.29567	536.66879	2081.54675
5.58691	2787.05187	2788.03088	44.07475	15.33262	118.16470	540.61964	2069.83917
5.57480	2780.10480	2781.23600	44.26285	15.40939	119.04396	544.60711	2057.91270
5.56270	2773.01491	2774.27866	44.45215	15.48675	119.93360	548.63144	2045.77471
5.55060	2765.74277	2767.16672	44.64266	15.56472	120.83379	552.69288	2033.43267
5.53849	2758.32055	2759.90815	44.83439	15.64329	121.74471	556.79165	2020.89410
5.52639	2750.79218	2752.51091	45.02735	15.72248	122.66652	560.92799	2008.16657
5.51428	2743.14232	2744.98304	45.22155	15.80230	123.59940	565.10209	1995.25769
5.50218	2735.38489	2737.33258	45.41700	15.88274	124.54354	569.31419	1982.17511
5.49007	2727.56306	2729.56760	45.61371	15.96383	125.49911	573.56448	1968.92647
5.47797	2719.64854	2721.69615	45.81170	16.04555	126.46630	577.85315	1955.51945
5.46586	2711.62619	2713.72629	46.01096	16.12793	127.44531	582.18039	1941.96169
5.45376	2703.54419	2705.66605	46.21153	16.21096	128.43633	586.54639	1928.26085
5.44165	2695.38804	2697.52344	46.41340	16.29466	129.43955	590.95130	1914.42454
5.42955	2687.14184	2689.30642	46.61658	16.37902	130.45519	595.39528	1900.46034
5.41744	2678.86215	2681.02289	46.82109	16.46407	131.48344	599.87848	1886.37580
5.40534	2670.54429	2672.68070	47.02695	16.54981	132.52452	604.40104	1872.17839
5.39323	2662.16640	2664.28764	47.23415	16.63624	133.57865	608.96307	1857.87554
5.38113	2653.76719	2655.85141	47.44272	16.72337	134.64605	613.56468	1843.47460
5.36902	2645.36768	2647.37962	47.65266	16.81121	135.72693	618.20597	1828.98284
5.35692	2636.97035	2638.87980	47.86400	16.89977	136.82154	622.88703	1814.40746
5.34481	2628.57437	2630.35935	48.07673	16.98906	137.93010	627.60791	1799.75556
5.33271	2620.17872	2621.82559	48.29087	17.07908	139.05285	632.36867	1785.03413
5.32060	2611.78369	2613.28570	48.50643	17.16984	140.19005	637.16933	1770.25005
5.30850	2603.39912	2604.74676	48.72344	17.26135	141.34193	642.00992	1755.41013
5.29640	2595.02403	2596.21570	48.94189	17.35362	142.50876	646.89043	1740.52101
5.28429	2586.64988	2587.69933	49.16180	17.44666	143.69079	651.81084	1725.58924
5.27219	2578.28160	2579.20430	49.38319	17.54047	144.88829	656.77111	1710.62124
5.26008	2569.98850	2570.73712	49.60607	17.63507	146.10153	661.77116	1695.62329
5.24798	2561.85339	2562.30418	49.83045	17.73047	147.33079	666.81092	1680.60155
5.23587	2553.89008	2553.91167	50.05634	17.82667	148.57636	671.89028	1665.56202
5.22377	2546.02917	2545.56565	50.28377	17.92368	149.83851	677.00910	1650.51060
5.21166	2538.20109	2537.27201	50.51273	18.02151	151.11756	682.16722	1635.45300
5.19956	2530.37489	2529.03648	50.74325	18.12018	152.41379	687.36445	1620.39481
5.18745	2522.54843	2520.86461	50.97534	18.21968	153.72753	692.60059	1605.34147
5.17535	2514.71796	2512.76178	51.20902	18.32004	155.05908	697.87539	1590.29826
5.16324	2506.88265	2504.73322	51.44430	18.42126	156.40876	703.18857	1575.27033
5.15114	2499.04662	2496.78396	51.68118	18.52335	157.77692	708.53984	1560.26267
5.13903	2491.22452	2488.91886	51.91970	18.62632	159.16388	713.92885	1545.28011
5.12693	2483.45988	2481.14261	52.15986	18.73018	160.56999	719.35524	1530.32733
5.11482	2475.75367	2473.45970	52.40168	18.83495	161.99561	724.81860	1515.40887
5.10272	2468.16562	2465.87447	52.64517	18.94062	163.44108	730.31849	1500.52910
5.09061	2460.77251	2458.39105	52.89035	19.04723	164.90679	735.85443	1485.69225
5.07851	2453.48083	2451.01340	53.13723	19.15476	166.39311	741.42590	1470.90240
5.06640	2446.25921	2443.74530	53.38583	19.26325	167.90041	747.03234	1456.16348
5.05430	2439.14921	2436.59036	53.63617	19.37269	169.42911	752.67314	1441.47925
5.04220	2432.17128	2429.55197	53.88826	19.48310	170.97959	758.34766	1426.85336
5.03009	2425.34940	2422.63338	54.14211	19.59449	172.55228	764.05522	1412.28929
5.01799	2418.66969	2415.83764	54.39775	19.70687	174.14758	769.79506	1397.79037
5.00588	2412.10293	2409.16760	54.65519	19.82026	175.76594	775.56640	1383.35980
4.99378	2405.64090	2402.62598	54.91445	19.93467	177.40779	781.36842	1369.00064
4.98167	2399.34679	2396.21526	55.17555	20.05011	179.07359	787.20021	1354.71580
4.96957	2393.20713	2389.93778	55.43849	20.16659	180.76380	793.06083	1340.50807
4.95746	2387.14262	2383.79570	55.70331	20.28412	182.47888	798.94930	1326.38010
4.94536	2381.14052	2377.79099	55.97001	20.40273	184.21932	804.86454	1312.33439
4.93325	2375.17119	2371.92544	56.23862	20.52241	185.98562	810.80547	1298.37333
4.92115	2369.26020	2366.20070	56.50915	20.64319	187.77828	816.77090	1284.49919
4.90904	2363.44269	2360.61820	56.78162	20.76508	189.59782	822.75959	1270.71409
4.89694	2357.70796	2355.17922	57.05605	20.88809	191.44476	828.77026	1257.02006
4.88483	2352.02057	2349.88489	57.33245	21.01224	193.31965	834.80155	1243.41899
4.87273	2346.39041	2344.73613	57.61086	21.13754	195.22305	840.85202	1229.91266
4.86062	2340.82382	2339.73373	57.89128	21.26401	197.15552	846.92018	1216.50274
4.84852	2335.33885	2334.87830	58.17374	21.39166	199.11765	853.00446	1203.19079
4.83641	2330.01547	2330.17027	58.45825	21.52050	201.11002	859.10324	1189.97827
4.82431	2324.82682	2325.60994	58.74484	21.65056	203.13325	865.21479	1176.86651
4.81220	2319.82141	2321.19742	59.03352	21.78184	205.18796	871.33734	1163.85676
4.80010	2314.99983	2316.93268	59.32431	21.91436	207.27478	877.46903	1150.95018
4.78800	2310.33041	2312.81552	59.61725	22.04815	209.39438	883.60792	1138.14783
4.77589	2305.83898	2308.84561	59.91234	22.18320	211.54743	889.75200	1125.45065
4.76379	2301.51954	2305.02244	60.20960	22.31956	213.73459	895.89917	1112.85953
4.75168	2297.40485	2301.34537	60.50907	22.45721	215.95659	902.04725	1100.37525
4.73958	2293.49105	2297.81359	60.81076	22.59620	218.21413	908.19400	1087.99851
4.72747	2289.76930	2294.42616	61.11468	22.73653	220.50795	914.33706	1075.72994
4.71537	2286.28390	2291.18199	61.42088	22.87822	222.83880	920.47402	1063.57008
4.70326	2283.07299	2288.07986	61.72936	23.02129	225.20746	926.60236	1051.51939
4.69116	2280.07781	2285.11840	62.04014	23.16575	227.61471	932.71950	1039.57829
4.67905	2277.25090	2282.29609	62.35327	23.31163	230.06137	938.82274	1027.74709
4.66695	2274.54502	2279.61131	62.66874	23.45895	232.54826	944.90932	1016.02605
4.65484	2272.01705	2277.06229	62.98660	23.60772	235.07623	950.97638	1004.41536
4.64274	2269.72980	2274.64712	63.30686	23.75797	237.64615	957.02099	992.91517
4.63063	2267.62884	2272.36379	63.62954	23.90971	240.25890	963.04010	981.52554
4.61853	2265.66217	2270.21015	63.95468	24.06296	242.91540	969.03062	970.24649
4.60642	2263.81597	2268.18394	64.28229	24.21775	245.61658	974.98933	959.07799
4.59432	2262.10168	2266.28277	64.61240	24.37409	248.36340	980.91295	948.01994
4.58221	2260.56703	2264.50417	64.94504	24.53202	251.15683	986.79809	937.07219
4.57011	2259.27387	2262.84553	65.28023	24.69154	253.99788	992.64132	926.23458
4.55800	2258.22312	2261.30415	65.61799	24.85268	256.88756	998.43907	915.50684
4.54590	2257.35054	2259.87723	65.95836	25.01547	259.82694	1004.18774	904.88872
4.53380	2256.60261	2258.56187	66.30136	25.17992	262.81708	1009.88361	894.37989
4.52169	2255.96106	2257.35508	66.64702	25.34606	265.85909	1015.52292	883.97999
4.50959	2255.45454	2256.25380	66.99536	25.51392	268.95409	1021.10180	873.68863
4.49748	2255.10948	2255.25486	67.34641	25.68351	272.10324	1026.61633	863.50537
4.48538	2254.97466	2254.35504	67.70021	25.85487	275.30771	1032.06251	853.42975
4.47327	2254.98198	2253.55104	68.05677	26.02801	278.56873	1037.43627	843.46126
4.46117	2255.11142	2252.83948	68.41613	26.20297	281.88751	1042.73349	833.59938
4.44906	2255.29241	2252.21695	68.77831	26.37976	285.26533	1047.94998	823.84356
4.43696	2255.55828	2251.67996	69.14335	26.55842	288.70349	1053.08149	814.19320
4.42485	2255.87384	2251.22500	69.51128	26.73897	292.20330	1058.12374	804.64770
4.41275	2256.21916	2250.84850	69.88212	26.92144	295.76613	1063.07238	795.20643
4.40064	2256.58426	2250.54686	70.25590	27.10586	299.39336	1067.92302	785.86872
4.38854	2256.94909	2250.31648	70.63267	27.29226	303.08641	1072.67125	776.63390
4.37643	2257.30670	2250.15370	71.01244	27.48065	306.84673	1077.31261	767.50127
4.36433	2257.65354	2250.05488	71.39525	27.67109	310.67579	1081.84264	758.47012
4.35222	2257.90248	2250.01638	71.78113	27.86358	314.57512	1086.25684	749.53971
4.34012	2258.06302	2250.03455	72.17012	28.05817	318.54627	1090.55070	740.70929
4.32801	2258.18580	2250.10576	72.56224	28.25489	322.59081	1094.71972	731.97811
4.31591	2258.19760	2250.22641	72.95754	28.45376	326.71035	1098.75939	723.34538
4.30380	2258.04704	2250.39293	73.35604	28.65482	330.90655	1102.66521	714.81031
4.29170	2257.71530	2250.60178	73.75778	28.85810	335.18110	1106.43270	706.37210
4.27960	2257.28254	2250.84948	74.16280	29.06364	339.53570	1110.05741	698.02994
4.26749	2256.85530	2251.13262	74.57112	29.27147	343.97211	1113.53492	689.78300
4.25539	2256.44496	2251.44784	74.98279	29.48162	348.49211	1116.86085	681.63047
4.24328	2256.03309	2251.79187	75.39784	29.69413	353.09754	1120.03087	673.57149
4.23118	2255.61209	2252.16153	75.81631	29.90904	357.79023	1123.04072	665.60523
4.21907	2255.16603	2252.55373	76.23824	30.12638	362.57208	1125.88620	657.73083
4.20697	2254.64914	2252.96548	76.66366	30.34619	367.44501	1128.56319	649.94744
4.19486	2254.10172	2253.39394	77.09261	30.56851	372.41098	1131.06765	642.25419
4.18276	2253.52336	2253.83636	77.52513	30.79337	377.47198	1133.39566	634.65023
4.17065	2252.98354	2254.29015	77.96126	31.02083	382.63001	1135.54338	627.13468
4.15855	2252.55305	2254.75284	78.40104	31.25091	387.88714	1137.50709	619.70667
4.14644	2252.22065	2255.22214	78.84451	31.48365	393.24544	1139.28321	612.36533
4.13434	2252.02256	2255.69591	79.29171	31.71911	398.70702	1140.86827	605.10979
4.12223	2251.94090	2256.17218	79.74268	31.95733	404.27402	1142.25898	597.93918
4.11013	2251.95211	2256.64916	80.19746	32.19834	409.94859	1143.45215	590.85261
4.09802	2252.05407	2257.12524	80.65611	32.44219	415.73292	1144.44480	583.84922
4.08592	2252.22463	2257.59901	81.11865	32.68893	421.62921	1145.23409	576.92813
4.07381	2252.51108	2258.06926	81.58513	32.93861	427.63968	1145.81737	570.08847
4.06171	2253.01343	2258.53497	82.05561	33.19127	433.76657	1146.19216	563.32936
4.04960	2253.81083	2258.99535	82.53012	33.44695	440.01213	1146.35620	556.64995
4.03750	2254.83410	2259.44981	83.00870	33.70572	446.37861	1146.30741	550.04936
4.02540	2255.91320	2259.89797	83.49141	33.96762	452.86828	1146.04393	543.52674
4.01329	2257.03511	2260.33969	83.97830	34.23269	459.48339	1145.56409	537.08121
4.00119	2258.16339	2260.77503	84.46940	34.50101	466.22621	1144.86648	530.71193
3.98908	2259.30619	2261.20428	84.96477	34.77260	473.09898	1143.94988	524.41804
3.97698	2260.50859	2261.62796	85.46446	35.04754	480.10393	1142.81332	518.19870
3.96487	2261.84561	2262.04678	85.96851	35.32588	487.24326	1141.45606	512.05306
3.95277	2263.06437	2262.46169	86.47698	35.60767	494.51916	1139.87760	505.98028
3.94066	2264.13208	2262.87385	86.98992	35.89298	501.93375	1138.07768	499.97952
3.92856	2264.92257	2263.28461	87.50738	36.18185	509.48912	1136.05629	494.04996
3.91645	2265.48527	2263.69552	88.02941	36.47436	517.18732	1133.81365	488.19078
3.90435	2265.88866	2264.10834	88.55607	36.77057	525.03029	1131.35026	482.40115
3.89224	2266.12432	2264.52497	89.08741	37.07053	533.01994	1128.66683	476.68026
3.88014	2266.24406	2264.94751	89.62348	37.37431	541.15805	1125.76436	471.02731
3.86803	2266.28035	2265.37818	90.16434	37.68198	549.44631	1122.64405	465.44150
3.85593	2266.19929	2265.81938	90.71005	37.99360	557.88631	1119.30739	459.92203
3.84382	2266.08260	2266.27358	91.26067	38.30925	566.47947	1115.75608	454.46810
3.83172	2265.93559	2266.74338	91.81624	38.62900	575.22710	1111.99209	449.07895
3.81961	2265.82889	2267.23145	92.37684	38.95291	584.13030	1108.01760	443.75380
3.80751	2265.92664	2267.74050	92.94252	39.28105	593.19002	1103.83505	438.49187
3.79540	2266.23583	2268.27330	93.51334	39.61351	602.40697	1099.44707	433.29241
3.78330	2266.64461	2268.83260	94.08936	39.95037	611.78164	1094.85657	428.15466
3.77120	2267.08225	2269.42112	94.67065	40.29169	621.31429	1090.06661	423.07788
3.75909	2267.44700	2270.04153	95.25727	40.63756	631.00487	1085.08052	418.06132
3.74699	2267.88244	2270.69639	95.84928	40.98806	640.85303	1079.90178	413.10424
3.73488	2268.56018	2271.38816	96.44675	41.34327	650.85810	1074.53411	408.20593
3.72278	2269.30185	2272.11911	97.04975	41.70328	661.01902	1068.98139	403.36566
3.71067	2270.22810	2272.89130	97.65834	42.06818	671.33437	1063.24769	398.58273
3.69857	2271.45118	2273.70656	98.27259	42.43806	681.80226	1057.33723	393.85642
3.68646	2272.83333	2274.56641	98.89257	42.81300	692.42038	1051.25442	389.18604
3.67436	2274.32700	2275.47202	99.51836	43.19310	703.18588	1045.00379	384.57089
3.66225	2275.85606	2276.42421	100.15001	43.57846	714.09540	1038.59003	380.01030
3.65015	2277.39069	2277.42331	100.78761	43.96917	725.14498	1032.01795	375.50359
3.63804	2279.06039	2278.46921	101.43123	44.36534	736.33006	1025.29249	371.05009
3.62594	2280.83102	2279.56122	102.08095	44.76706	747.64540	1018.41868	366.64914
3.61383	2282.53422	2280.69808	102.73683	45.17444	759.08507	1011.40166	362.30009
3.60173	2284.32448	2281.87788	103.39896	45.58758	770.64240	1004.24666	358.00228
3.58962	2286.19403	2283.09797	104.06742	46.00660	782.30990	996.95897	353.75508
3.57752	2288.17085	2284.35499	104.74228	46.43161	794.07926	989.54397	349.55786
3.56541	2290.40106	2285.64473	105.42362	46.86273	805.94130	982.00708	345.41000
3.55331	2292.92382	2286.96212	106.11153	47.30006	817.88590	974.35376	341.31087
3.54120	2295.61239	2288.30117	106.80610	47.74373	829.90196	966.58951	337.25986
3.52910	2298.37752	2289.65490	107.50740	48.19386	841.97740	958.71986	333.25638
3.51700	2301.01143	2291.01533	108.21552	48.65058	854.09907	950.75033	329.29983
3.50489	2303.38306	2292.37340	108.93055	49.11402	866.25275	942.68648	325.38961
3.49279	2305.72899	2293.71892	109.65257	49.58430	878.42308	934.53383	321.52514
3.48068	2308.16533	2295.04058	110.38169	50.06157	890.59357	926.29790	317.70586
3.46858	2310.44844	2296.32587	111.11798	50.54595	902.74656	917.98418	313.93119
3.45647	2312.49565	2297.56106	111.86155	51.03760	914.86321	909.59814	310.20057
3.44437	2314.15550	2298.73124	112.61248	51.53666	926.92346	901.14519	306.51345
3.43226	2315.36714	2299.82020	113.37087	52.04327	938.90609	892.63070	302.86928
3.42016	2316.11504	2300.81056	114.13682	52.55758	950.78866	884.05998	299.26752
3.40805	2316.28213	2301.68366	114.91044	53.07976	962.54755	875.43827	295.70764
3.39595	2315.86172	2302.41967	115.69181	53.60995	974.15804	866.77077	292.18910
3.38384	2314.83712	2302.99757	116.48104	54.14833	985.59425	858.06255	288.71140
3.37174	2312.95459	2303.39524	117.27824	54.69506	996.82930	849.31863	285.27401
3.35963	2310.67163	2303.58948	118.08351	55.25032	1007.83528	840.54395	281.87643
3.34753	2308.37725	2303.55612	118.89696	55.81426	1018.58342	831.74332	278.51816
3.33542	2305.71459	2303.27009	119.71869	56.38709	1029.04413	822.92149	275.19870
3.32332	2302.81981	2302.70556	120.54882	56.96897	1039.18712	814.08308	271.91756
3.31121	2299.75270	2301.83602	121.38747	57.56011	1048.98156	805.23261	268.67427
3.29911	2296.54439	2300.63446	122.23474	58.16068	1058.39619	796.37449	265.46835
3.28700	2293.18199	2299.07351	123.09075	58.77090	1067.39950	787.51303	262.29932
3.27490	2289.61776	2297.12561	123.95563	59.39096	1075.95990	778.65239	259.16674
3.26280	2286.04290	2294.76323	124.82948	60.02106	1084.04592	769.79664	256.07013
3.25069	2282.15426	2291.95901	125.71244	60.66144	1091.62637	760.94973	253.00904
3.23859	2277.83024	2288.68604	126.60462	61.31229	1098.67062	752.11546	249.98304
3.22648	2273.17358	2284.91802	127.50616	61.97385	1105.14879	743.29754	246.99168
3.21438	2268.01307	2280.62954	128.41718	62.64634	1111.03195	734.49954	244.03453
3.20227	2262.47838	2275.79629	129.33782	63.33000	1116.29241	725.72489	241.11117
3.19017	2256.73689	2270.39530	130.26820	64.02508	1120.90393	716.97693	238.22116
3.17806	2250.79794	2264.40515	131.20847	64.73181	1124.84195	708.25884	235.36409
3.16596	2244.65280	2257.80627	132.15875	65.45045	1128.08382	699.57370	232.53955
3.15385	2237.53408	2250.58108	133.11919	66.18126	1130.60903	690.92445	229.74714
3.14175	2229.28580	2242.71424	134.08994	66.92451	1132.39943	682.31391	226.98645
3.12964	2220.02532	2234.19286	135.07113	67.68047	1133.43939	673.74478	224.25710
3.11754	2210.10961	2225.00664	136.06291	68.44942	1133.71600	665.21963	221.55868
3.10543	2199.91387	2215.14805	137.06544	69.23164	1133.21922	656.74093	218.89083
3.09333	2189.43772	2204.61245	138.07886	70.02743	1131.94201	648.31100	216.25314
3.08122	2179.22769	2193.39819	139.10334	70.83709	1129.88041	639.93208	213.64527
3.06912	2168.82322	2181.50668	140.13902	71.66093	1127.03365	631.60626	211.06682
3.05701	2158.15340	2168.94245	141.18607	72.49927	1123.40413	623.33553	208.51745
3.04491	2146.85990	2155.71313	142.24466	73.35242	1118.99748	615.12178	205.99679
3.03280	2134.76982	2141.82946	143.31494	74.22073	1113.82252	606.96678	203.50449
3.02070	2122.10376	2127.30520	144.39709	75.10453	1107.89119	598.87220	201.04019
3.00860	2109.09245	2112.15706	145.49128	76.00416	1101.21847	590.83959	198.60355
2.99649	2095.96243	2096.40458	146.59769	76.92000	1093.82223	582.87042	196.19424
2.98439	2082.16604	2080.06999	147.71649	77.85240	1085.72314	574.96605	193.81192
2.97228	2067.59391	2063.17803	148.84786	78.80174	1076.94444	567.12774	191.45625
2.96018	2051.73660	2045.75576	149.99199	79.76840	1067.51178	559.35667	189.12691
2.94807	2035.12834	2027.83232	151.14907	80.75278	1057.45297	551.65391	186.82358
2.93597	2017.98688	2009.43874	152.31929	81.75528	1046.79776	544.02046	184.54594
2.92386	2000.72385	1990.60769	153.50284	82.77632	1035.57762	536.45723	182.29368
2.91176	1983.41925	1971.37320	154.69992	83.81631	1023.82544	528.96504	180.06649
2.89965	1965.58421	1951.77041	155.91074	84.87568	1011.57529	521.54463	177.86406
2.88755	1947.05640	1931.83535	157.13550	85.95489	998.86219	514.19667	175.68609
2.87544	1927.57807	1911.60464	158.37440	87.05438	985.72181	506.92176	173.53229
2.86334	1907.09609	1891.11527	159.62767	88.17462	972.19021	499.72041	171.40237
2.85123	1885.79446	1870.40435	160.89552	89.31608	958.30366	492.59307	169.29603
2.83913	1864.28631	1849.50887	162.17816	90.47924	944.09834	485.54014	167.21299
2.82702	1842.75779	1828.46549	163.47584	91.66460	929.61017	478.56192	165.15297
2.81492	1821.27978	1807.31038	164.78876	92.87266	914.87457	471.65869	163.11570
2.80281	1800.10536	1786.07897	166.11718	94.10395	899.92631	464.83064	161.10089
2.79071	1779.16643	1764.80581	167.46132	95.35898	884.79930	458.07792	159.10829
2.77860	1757.67334	1743.52446	168.82144	96.63829	869.52649	451.40061	157.13763
2.76650	1735.73475	1722.26732	170.19776	97.94244	854.13971	444.79877	155.18864
2.75440	1713.48362	1701.06553	171.59056	99.27199	838.66954	438.27237	153.26107
2.74229	1691.50611	1679.94887	173.00008	100.62749	823.14528	431.82136	151.35466
2.73019	1670.36284	1658.94574	174.42659	102.00954	807.59480	425.44565	149.46915
2.71808	1649.83641	1638.08302	175.87035	103.41872	792.04455	419.14508	147.60432
2.70598	1629.30024	1617.38611	177.33163	104.85564	776.51947	412.91948	145.75989
2.69387	1607.60322	1596.87886	178.81071	106.32090	761.04298	406.76863	143.93565
2.68177	1585.01455	1576.58358	180.30788	107.81512	745.63698	400.69226	142.13134
2.66966	1562.22987	1556.52101	181.82341	109.33893	730.32185	394.69008	140.34674
2.65756	1540.12397	1536.71039	183.35761	110.89297	715.11643	388.76178	138.58161
2.64545	1518.92835	1517.16945	184.91076	112.47788	700.03809	382.90700	136.83573
2.63335	1498.08899	1497.91441	186.48318	114.09431	685.10272	377.12534	135.10886
2.62124	1477.00615	1478.96011	188.07518	115.74292	670.32480	371.41641	133.40079
2.60914	1455.69980	1460.31995	189.68706	117.42438	655.71743	365.77977	131.71130
2.59703	1434.72690	1442.00601	191.31917	119.13935	641.29237	360.21495	130.04018
2.58493	1414.27651	1424.02911	192.97181	120.88850	627.06012	354.72148	128.38720
2.57282	1394.24345	1406.39881	194.64534	122.67251	613.02996	349.29885	126.75216
2.56072	1374.44979	1389.12353	196.34008	124.49205	599.21001	343.94654	125.13485
2.54861	1354.90280	1372.21056	198.05640	126.34780	585.60729	338.66401	123.53506
2.53651	1336.20932	1355.66618	199.79465	128.24041	572.22782	333.45071	121.95260
2.52440	1318.52125	1339.49568	201.55518	130.17058	559.07661	328.30605	120.38726
2.51230	1301.59027	1323.70340	203.33838	132.13894	546.15779	323.22944	118.83884
2.50019	1285.18096	1308.29287	205.14463	134.14615	533.47463	318.22030	117.30716
2.48809	1268.58340	1293.26678	206.97431	136.19286	521.02961	313.27799	115.79201
2.47598	1252.12328	1278.62709	208.82782	138.27968	508.82449	308.40190	114.29321
2.46388	1236.24913	1264.37508	210.70556	140.40724	496.86034	303.59138	112.81056
2.45177	1222.07110	1250.51137	212.60795	142.57610	485.13764	298.84579	111.34389
2.43967	1209.50292	1237.03599	214.53542	144.78685	473.65627	294.16446	109.89300
2.42756	1197.51057	1223.94845	216.48840	147.04002	462.41560	289.54672	108.45771
2.41545	1184.98986	1211.24772	218.46734	149.33610	451.41454	284.99189	107.03784
2.40335	1172.19041	1198.93233	220.47270	151.67558	440.65155	280.49929	105.63321
2.39124	1159.86566	1187.00038	222.50495	154.05888	430.12470	276.06822	104.24363
2.37913	1148.97396	1175.44958	224.56458	156.48639	419.83174	271.69796	102.86893
2.36702	1139.70418	1164.27728	226.65208	158.95843	409.77006	267.38779	101.50891
2.35491	1131.25657	1153.48048	228.76799	161.47528	399.93679	263.13700	100.16342
2.34280	1122.57559	1143.05590	230.91284	164.03715	390.32881	258.94484	98.83225
2.33069	1113.23797	1132.99994	233.08718	166.64420	380.94278	254.81055	97.51522
2.31857	1103.77073	1123.30877	235.29160	169.29649	371.77513	250.73338	96.21216
2.30646	1095.13009	1113.97828	237.52670	171.99401	362.82216	246.71255	94.92286
2.29434	1087.80285	1105.00414	239.79312	174.73665	354.07997	242.74725	93.64715
2.28221	1081.51834	1096.38179	242.09152	177.52422	345.54456	238.83669	92.38481
2.27009	1075.60895	1088.10648	244.42260	180.35642	337.21178	234.98002	91.13566
2.25796	1069.80956	1080.17321	246.78711	183.23284	329.07739	231.17640	89.89947
2.24582	1064.26045	1072.57684	249.18583	186.15294	321.13707	227.42495	88.67604
2.23368	1059.15233	1065.31199	251.61961	189.11606	313.38640	223.72478	87.46514
2.22153	1054.58019	1058.37313	254.08933	192.12140	305.82091	220.07495	86.26654
2.20937	1050.26836	1051.75451	256.59596	195.16801	298.43605	216.47450	85.07999
2.19720	1046.11409	1045.45022	259.14054	198.25478	291.22723	212.92243	83.90524
2.18502	1041.80669	1039.45416	261.72417	201.38044	284.18981	209.41772	82.74202
2.17282	1037.67370	1033.76005	264.34808	204.54353	277.31912	205.95929	81.59003
2.16061	1034.07851	1028.36142	267.01356	207.74240	270.61044	202.54603	80.44899
2.14838	1031.12021	1023.25161	269.72206	210.97517	264.05904	199.17677	79.31857
