# eV	sigma	Fitting	Drude0	Lorentz1	Lorentz2	Lorentz3	Lorentz4
2.88755	1997.85657	1956.28429	174.38539	93.15144	1256.26205	297.91643	134.56899
2.87544	1967.87843	1930.49866	175.79922	94.36773	1234.23266	293.22077	132.87827
2.86334	1949.31958	1904.81139	177.23009	95.60761	1212.17473	288.59165	131.20732
2.85123	1909.35880	1879.25540	178.67825	96.87162	1190.12117	284.02850	129.55586
2.83913	1878.11075	1853.86184	180.14399	98.16035	1168.10312	279.53074	127.92365
2.82702	1849.68699	1828.66009	181.62758	99.47438	1146.14995	275.09776	126.31042
2.81492	1829.25967	1803.67772	183.12931	100.81432	1124.28920	270.72895	124.71594
2.80281	1806.20413	1778.94051	184.64948	102.18077	1102.54664	266.42366	123.13996
2.79071	1778.11231	1754.47244	186.18838	103.57436	1080.94622	262.18126	121.58222
2.77860	1745.12486	1730.29578	187.74632	104.99574	1059.51013	258.00108	120.04251
2.76650	1717.05417	1706.43102	189.32361	106.44556	1038.25883	253.88244	118.52058
2.75440	1685.02694	1682.89701	190.92056	107.92450	1017.21108	249.82468	117.01620
2.74229	1661.90246	1659.71096	192.53750	109.43324	996.38399	245.82709	115.52915
2.73019	1638.65419	1636.88850	194.17475	110.97247	975.79308	241.88899	114.05920
2.71808	1617.66952	1614.44373	195.83266	112.54292	955.45234	238.00967	112.60614
2.70598	1591.05414	1592.38932	197.51157	114.14530	935.37429	234.18842	111.16974
2.69387	1560.21538	1570.73654	199.21182	115.78036	915.57002	230.42454	109.74980
2.68177	1535.13847	1549.49535	200.93378	117.44885	896.04931	226.71731	108.34610
2.66966	1509.11223	1528.67446	202.67781	119.15154	876.82066	223.06601	106.95844
2.65756	1485.40467	1508.28138	204.44428	120.88921	857.89135	219.46993	105.58661
2.64545	1466.91652	1488.32253	206.23358	122.66264	839.26756	215.92834	104.23041
2.63335	1446.20596	1468.80329	208.04608	124.47265	820.95438	212.44053	102.88965
2.62124	1424.14668	1449.72807	209.88220	126.32004	802.95591	209.00578	101.56413
2.60914	1397.99140	1431.10035	211.74232	128.20564	785.27535	205.62338	100.25366
2.59703	1375.07234	1412.92278	213.62688	130.13027	767.91498	202.29260	98.95806
2.58493	1353.08336	1395.19726	215.53628	132.09478	750.87634	199.01273	97.67712
2.57282	1337.57619	1377.92491	217.47096	134.10002	734.16019	195.78307	96.41068
2.56072	1324.35512	1361.10625	219.43136	136.14682	717.76661	192.60290	95.15856
2.54861	1305.15833	1344.74115	221.41794	138.23605	701.69508	189.47152	93.92056
2.53651	1284.45440	1328.82895	223.43114	140.36857	685.94448	186.38824	92.69652
2.52440	1264.12629	1313.36846	225.47145	142.54521	670.51317	183.35235	91.48627
2.51230	1245.24596	1298.35806	227.53935	144.76685	655.39906	180.36317	90.28964
2.50019	1230.65097	1283.79567	229.63533	147.03431	640.59959	177.42000	89.10645
2.48809	1222.55466	1269.67888	231.75989	149.34844	626.11185	174.52217	87.93654
2.47598	1217.64796	1256.00491	233.91354	151.71007	611.93256	171.66900	86.77974
2.46388	1202.56637	1242.77068	236.09683	154.12000	598.05813	168.85982	85.63590
2.45177	1187.04004	1229.97284	238.31029	156.57902	584.48471	166.09396	84.50486
2.43967	1174.14716	1217.60779	240.55447	159.08792	571.20820	163.37075	83.38645
2.42756	1159.54552	1205.67172	242.82995	161.64742	558.22427	160.68955	82.28052
2.41545	1150.15206	1194.16060	245.13732	164.25824	545.52842	158.04969	81.18692
2.40335	1144.46188	1183.07025	247.47718	166.92106	533.11599	155.45054	80.10548
2.39124	1138.49342	1172.39631	249.85014	169.63651	520.98215	152.89145	79.03606
2.37913	1127.72675	1162.13429	252.25685	172.40517	509.12200	150.37178	77.97850
2.36702	1117.72484	1152.27957	254.69797	175.22757	497.53050	147.89088	76.93265
2.35491	1111.52917	1142.82741	257.17419	178.10418	486.20255	145.44814	75.89835
2.34280	1102.86904	1133.77295	259.68621	181.03540	475.13296	143.04292	74.87546
2.33069	1100.03348	1125.11123	262.23477	184.02155	464.31651	140.67459	73.86382
2.31857	1096.36120	1116.83721	264.82063	187.06288	453.74792	138.34252	72.86327
2.30646	1092.77213	1108.94574	267.44459	190.15953	443.42187	136.04608	71.87367
2.29434	1089.66753	1101.43156	270.10749	193.31156	433.33304	133.78464	70.89483
2.28221	1080.50019	1094.28935	272.81020	196.51889	423.47607	131.55758	69.92662
2.27009	1074.03574	1087.51368	275.55365	199.78134	413.84559	129.36425	68.96885
2.25796	1073.04371	1081.09902	278.33881	203.09860	404.43623	127.20401	68.02137
2.24582	1069.90241	1075.03975	281.16672	206.47021	395.24261	125.07622	67.08398
2.23368	1069.37567	1069.33012	284.03848	209.89557	386.25933	122.98022	66.15652
2.22153	1067.42668	1063.96432	286.95525	213.37391	377.48103	120.91534	65.23879
2.20937	1066.48274	1058.93637	289.91829	216.90426	368.90230	118.88092	64.33060
2.19720	1060.20879	1054.24021	292.92895	220.48550	360.51778	116.87625	63.43173
2.18502	1056.77185	1049.86964	295.98868	224.11628	352.32207	114.90064	62.54199
2.17282	1056.37967	1045.81833	299.09904	227.79502	344.30978	112.95336	61.66113
2.16061	1055.58264	1042.07979	302.26175	231.51992	336.47553	111.03367	60.78891
2.14838	1054.19492	1038.64741	305.47865	235.28892	328.81393	109.14082	59.92510
2.13613	1056.71094	1035.51441	308.75174	239.09965	321.31958	107.27403	59.06941
2.12385	1046.72200	1032.67384	312.08322	242.94946	313.98710	105.43248	58.22158
2.11155	1046.54676	1030.11859	315.47549	246.83536	306.81109	103.61535	57.38130
2.09921	1042.72006	1027.84134	318.93117	250.75397	299.78616	101.82179	56.54825
2.08684	1043.58546	1025.83459	322.45311	254.70151	292.90693	100.05092	55.72212
2.07442	1042.63631	1024.09059	326.04445	258.67373	286.16802	98.30184	54.90255
2.06195	1045.29471	1022.60136	329.70863	262.66587	279.56408	96.57362	54.08917
2.04944	1040.87338	1021.35866	333.44938	266.67258	273.08977	94.86532	53.28161
2.03686	1039.37108	1020.35393	337.27081	270.68787	266.73982	93.17596	52.47947
2.02421	1035.82967	1019.57824	341.17738	274.70499	260.50898	91.50456	51.68233
2.01149	1035.46041	1019.02230	345.17396	278.71636	254.39209	89.85011	50.88977
1.99869	1032.39378	1018.67632	349.26585	282.71342	248.38408	88.21162	50.10135
1.98580	1035.18251	1018.53000	353.45880	286.68654	242.47996	86.58807	49.31662
1.97280	1034.90857	1018.57240	357.75903	290.62485	236.67492	84.97846	48.53514
1.95970	1033.21574	1018.79186	362.17326	294.51609	230.96428	83.38178	47.75644
1.94647	1028.65121	1019.17591	366.70872	298.34645	225.34358	81.79708	46.98008
1.93312	1029.27120	1019.71112	371.37318	302.10034	219.80856	80.22341	46.20562
1.91962	1027.84233	1020.38300	376.17494	305.76030	214.35525	78.65989	45.43262
1.90598	1026.25093	1021.17585	381.12282	309.30670	208.97997	77.10567	44.66068
1.89217	1030.02532	1022.07266	386.22621	312.71767	203.67935	75.55999	43.88943
1.87819	1028.80035	1023.05501	391.49499	315.96888	198.45044	74.02218	43.11851
1.86403	1025.15898	1024.10298	396.93956	319.03347	193.29066	72.49165	42.34764
1.84968	1024.17805	1025.19512	402.57076	321.88196	188.19790	70.96794	41.57655
1.83512	1022.65954	1026.30847	408.39986	324.48232	183.17050	69.45071	40.80508
1.82036	1022.16318	1027.41871	414.43846	326.80004	178.20733	67.93978	40.03310
1.80538	1022.89152	1028.50035	420.69845	328.79844	173.30779	66.43509	39.26058
1.79018	1024.42106	1029.52706	427.19188	330.43901	168.47180	64.93680	38.48756
1.77476	1022.81550	1030.47219	433.93086	331.68206	163.69986	63.44521	37.71420
1.75910	1021.87371	1031.30943	440.92737	332.48746	158.99302	61.96083	36.94074
1.74322	1021.77698	1032.01359	448.19319	332.81563	154.35288	60.48436	36.16754
