# eV	sigma	Fitting	Drude0	Lorentz1	Lorentz2	Lorentz3	Lorentz4
5.26008	2500.57511	2501.13450	58.38472	11.72702	227.46978	590.63185	1612.92114
5.24798	2491.25492	2491.49364	58.64836	11.79112	229.47246	595.37353	1596.20817
5.23587	2482.22018	2481.96613	58.91378	11.85576	231.50274	600.15234	1579.54150
5.22377	2473.37084	2472.55781	59.18099	11.92096	233.56111	604.96802	1562.92672
5.21166	2464.60982	2463.27428	59.45001	11.98672	235.64809	609.82028	1546.36917
5.19956	2455.88310	2454.12091	59.72085	12.05305	237.76420	614.70880	1529.87400
5.18745	2447.22678	2445.10284	59.99354	12.11995	239.90998	619.63324	1513.44613
5.17535	2438.68741	2436.22495	60.26808	12.18743	242.08599	624.59319	1497.09027
5.16324	2430.28340	2427.49193	60.54449	12.25550	244.29277	629.58823	1480.81093
5.15114	2421.99071	2418.90818	60.82280	12.32416	246.53092	634.61789	1464.61240
5.13903	2413.78961	2410.47791	61.10301	12.39343	248.80100	639.68167	1448.49879
5.12693	2405.70114	2402.20509	61.38515	12.46330	251.10364	644.77902	1432.47398
5.11482	2397.73888	2394.09346	61.66924	12.53379	253.43943	649.90933	1416.54167
5.10272	2389.92138	2386.14654	61.95528	12.60491	255.80901	655.07197	1400.70538
5.09061	2382.25014	2378.36763	62.24330	12.67665	258.21301	660.26626	1384.96840
5.07851	2374.69069	2370.75981	62.53332	12.74904	260.65211	665.49145	1369.33389
5.06640	2367.24069	2363.32593	62.82535	12.82207	263.12695	670.74677	1353.80478
5.05430	2359.92635	2356.06864	63.11942	12.89576	265.63824	676.03137	1338.38385
5.04220	2352.76182	2348.99039	63.41554	12.97011	268.18668	681.34436	1323.07370
5.03009	2345.78392	2342.09341	63.71373	13.04513	270.77298	686.68480	1307.87677
5.01799	2338.98874	2335.37972	64.01401	13.12083	273.39787	692.05167	1292.79533
5.00588	2332.35827	2328.85115	64.31641	13.19722	276.06212	697.44392	1277.83149
4.99378	2325.87913	2322.50933	64.62093	13.27430	278.76648	702.86042	1262.98720
4.98167	2319.54716	2316.35570	64.92760	13.35209	281.51174	708.29998	1248.26429
4.96957	2313.35343	2310.39149	65.23644	13.43059	284.29872	713.76134	1233.66440
4.95746	2307.30716	2304.61776	65.54747	13.50982	287.12822	719.24320	1219.18906
4.94536	2301.43368	2299.03539	65.86071	13.58978	290.00109	724.74415	1204.83966
4.93325	2295.72950	2293.64506	66.17619	13.67048	292.91820	730.26275	1190.61745
4.92115	2290.17106	2288.44729	66.49391	13.75193	295.88042	735.79746	1176.52357
4.90904	2284.74172	2283.44241	66.81391	13.83415	298.88865	741.34669	1162.55901
4.89694	2279.44890	2278.63058	67.13620	13.91713	301.94382	746.90876	1148.72467
4.88483	2274.30157	2274.01181	67.46082	14.00089	305.04687	752.48191	1135.02132
4.87273	2269.33904	2269.58593	67.78777	14.08545	308.19877	758.06431	1121.44963
4.86062	2264.55040	2265.35260	68.11708	14.17080	311.40050	763.65405	1108.01016
4.84852	2259.91919	2261.31134	68.44878	14.25697	314.65308	769.24915	1094.70337
4.83641	2255.49113	2257.46150	68.78288	14.34395	317.95753	774.84752	1081.52962
4.82431	2251.25665	2253.80230	69.11941	14.43177	321.31492	780.44701	1068.48918
4.81220	2247.26322	2250.33278	69.45840	14.52044	324.72633	786.04538	1055.58224
4.80010	2243.50944	2247.05187	69.79986	14.60995	328.19286	791.64030	1042.80889
4.78800	2239.97544	2243.95832	70.14383	14.70034	331.71566	797.22935	1030.16915
4.77589	2236.70386	2241.05077	70.49032	14.79160	335.29587	802.81004	1017.66295
4.76379	2233.68684	2238.32773	70.83936	14.88375	338.93469	808.37977	1005.29017
4.75168	2230.94676	2235.78755	71.19098	14.97680	342.63333	813.93586	993.05059
4.73958	2228.51128	2233.42847	71.54519	15.07076	346.39303	819.47554	980.94395
4.72747	2226.37310	2231.24861	71.90203	15.16565	350.21506	824.99597	968.96991
4.71537	2224.49177	2229.24597	72.26152	15.26148	354.10072	830.49418	957.12807
4.70326	2222.85551	2227.41842	72.62369	15.35825	358.05134	835.96715	945.41799
4.69116	2221.42434	2225.76374	72.98857	15.45599	362.06828	841.41175	933.83915
4.67905	2220.21405	2224.27957	73.35617	15.55471	366.15294	846.82476	922.39099
4.66695	2219.21467	2222.96348	73.72653	15.65442	370.30673	852.20289	911.07292
4.65484	2218.49532	2221.81293	74.09967	15.75513	374.53111	857.54274	899.88427
4.64274	2218.07510	2220.82527	74.47563	15.85686	378.82756	862.84085	888.82436
4.63063	2217.82294	2219.99777	74.85443	15.95962	383.19762	868.09366	877.89244
4.61853	2217.72474	2219.32763	75.23610	16.06343	387.64282	873.29754	867.08775
4.60642	2217.69930	2218.81196	75.62066	16.16830	392.16478	878.44876	856.40947
4.59432	2217.76338	2218.44779	76.00815	16.27424	396.76510	883.54353	845.85676
4.58221	2217.92553	2218.23207	76.39860	16.38128	401.44545	888.57799	835.42876
4.57011	2218.19284	2218.16173	76.79203	16.48942	406.20752	893.54820	825.12455
4.55800	2218.59992	2218.23359	77.18848	16.59869	411.05306	898.45015	814.94321
4.54590	2219.14948	2218.44447	77.58798	16.70909	415.98383	903.27977	804.88379
4.53380	2219.82511	2218.79110	77.99055	16.82064	421.00165	908.03294	794.94531
4.52169	2220.63831	2219.27020	78.39624	16.93337	426.10835	912.70547	785.12677
4.50959	2221.57647	2219.87847	78.80506	17.04729	431.30584	917.29312	775.42716
4.49748	2222.66260	2220.61254	79.21706	17.16241	436.59602	921.79162	765.84544
4.48538	2223.96541	2221.46909	79.63226	17.27875	441.98087	926.19665	756.38056
4.47327	2225.39264	2222.44473	80.05070	17.39633	447.46239	930.50385	747.03145
4.46117	2226.89017	2223.53610	80.47242	17.51518	453.04263	934.70884	737.79704
4.44906	2228.42117	2224.73986	80.89743	17.63529	458.72367	938.80722	728.67624
4.43696	2230.06825	2226.05267	81.32579	17.75671	464.50763	942.79459	719.66795
4.42485	2231.83400	2227.47121	81.75753	17.87944	470.39668	946.66651	710.77105
4.41275	2233.66955	2228.99220	82.19267	18.00351	476.39302	950.41856	701.98444
4.40064	2235.55577	2230.61241	82.63126	18.12892	482.49890	954.04635	693.30698
4.38854	2237.41672	2232.32865	83.07333	18.25572	488.71659	957.54546	684.73754
4.37643	2239.22752	2234.13780	83.51892	18.38391	495.04843	960.91153	676.27500
4.36433	2241.03943	2236.03682	83.96807	18.51352	501.49677	964.14024	667.91822
4.35222	2242.87118	2238.02272	84.42081	18.64456	508.06401	967.22728	659.66605
4.34012	2244.69376	2240.09262	84.87718	18.77707	514.75259	970.16843	651.51735
4.32801	2246.48601	2242.24373	85.33721	18.91106	521.56498	972.95950	643.47099
4.31591	2248.27582	2244.47338	85.80096	19.04655	528.50367	975.59640	635.52581
4.30380	2250.07440	2246.77901	86.26845	19.18357	535.57122	978.07509	627.68067
4.29170	2251.87435	2249.15817	86.73973	19.32215	542.77019	980.39166	619.93444
4.27960	2253.67621	2251.60857	87.21484	19.46230	550.10318	982.54227	612.28598
4.26749	2255.47825	2254.12803	87.69382	19.60405	557.57282	984.52320	604.73414
4.25539	2257.27821	2256.71456	88.17671	19.74742	565.18177	986.33086	597.27780
4.24328	2259.07555	2259.36630	88.66355	19.89245	572.93268	987.96178	589.91583
4.23118	2260.81934	2262.08156	89.15439	20.03916	580.82827	989.41263	582.64711
4.21907	2262.59703	2264.85883	89.64926	20.18757	588.87123	990.68025	575.47051
4.20697	2264.52830	2267.69676	90.14822	20.33772	597.06430	991.76160	568.38492
4.19486	2266.52575	2270.59421	90.65131	20.48962	605.41019	992.65385	561.38924
4.18276	2268.57518	2273.55020	91.15857	20.64331	613.91163	993.35433	554.48236
4.17065	2270.73916	2276.56397	91.67005	20.79881	622.57136	993.86056	547.66318
4.15855	2273.05269	2279.63492	92.18579	20.95617	631.39210	994.17024	540.93063
4.14644	2275.44978	2282.76268	92.70585	21.11539	640.37654	994.28129	534.28362
4.13434	2277.93732	2285.94706	93.23026	21.27653	649.52737	994.19183	527.72107
4.12223	2280.56279	2289.18806	93.75908	21.43960	658.84725	993.90021	521.24193
4.11013	2283.27274	2292.48590	94.29236	21.60464	668.33878	993.40498	514.84514
4.09802	2286.03863	2295.84095	94.83014	21.77169	678.00453	992.70495	508.52964
4.08592	2288.87064	2299.25381	95.37248	21.94077	687.84702	991.79914	502.29440
4.07381	2291.83766	2302.72524	95.91942	22.11192	697.86869	990.68681	496.13840
4.06171	2294.93947	2306.25617	96.47103	22.28517	708.07189	989.36747	490.06060
4.04960	2298.21104	2309.84770	97.02734	22.46057	718.45890	987.84088	484.06000
4.03750	2301.66676	2313.50109	97.58842	22.63814	729.03188	986.10705	478.13560
4.02540	2305.25205	2317.21773	98.15431	22.81792	739.79287	984.16622	472.28640
4.01329	2308.93217	2320.99914	98.72508	22.99996	750.74377	982.01890	466.51142
4.00119	2312.79324	2324.84694	99.30078	23.18428	761.88634	979.66585	460.80969
3.98908	2317.07268	2328.76286	99.88146	23.37094	773.22215	977.10808	455.18024
3.97698	2321.64696	2332.74868	100.46718	23.55996	784.75257	974.34684	449.62213
3.96487	2326.53868	2336.80623	101.05800	23.75139	796.47878	971.38365	444.13440
3.95277	2331.84297	2340.93736	101.65398	23.94528	808.40171	968.22025	438.71614
3.94066	2337.45481	2345.14391	102.25517	24.14166	820.52203	964.85865	433.36640
3.92856	2343.22519	2349.42770	102.86164	24.34058	832.84011	961.30107	428.08429
3.91645	2349.11160	2353.79044	103.47344	24.54209	845.35602	957.54999	422.86890
3.90435	2355.04085	2358.23378	104.09065	24.74622	858.06947	953.60809	417.71934
3.89224	2361.02135	2362.75919	104.71332	24.95304	870.97982	949.47830	412.63472
3.88014	2366.98040	2367.36799	105.34151	25.16257	884.08598	945.16373	407.61419
3.86803	2372.73625	2372.06125	105.97530	25.37489	897.38646	940.66774	402.65687
3.85593	2378.34644	2376.83978	106.61474	25.59002	910.87926	935.99384	397.76191
3.84382	2383.81180	2381.70407	107.25990	25.80803	924.56187	931.14578	392.92848
3.83172	2389.13022	2386.65426	107.91085	26.02898	938.43123	926.12745	388.15575
3.81961	2394.48357	2391.69007	108.56767	26.25290	952.48367	920.94294	383.44290
3.80751	2399.94082	2396.81073	109.23041	26.47986	966.71487	915.59648	378.78911
3.79540	2405.63715	2402.01496	109.89914	26.70991	981.11984	910.09247	374.19359
3.78330	2411.31007	2407.30091	110.57395	26.94312	995.69285	904.43543	369.65556
3.77120	2416.91984	2412.66608	111.25490	27.17953	1010.42738	898.63005	365.17422
3.75909	2422.61053	2418.10727	111.94207	27.41922	1025.31608	892.68108	360.74882
3.74699	2428.38756	2423.62052	112.63553	27.66223	1040.35074	886.59344	356.37859
3.73488	2434.27573	2429.20106	113.33535	27.90864	1055.52219	880.37210	352.06278
3.72278	2439.88470	2434.84323	114.04162	28.15851	1070.82031	874.02213	347.80066
3.71067	2445.39166	2440.54043	114.75441	28.41191	1086.23392	867.54869	343.59150
3.69857	2450.83944	2446.28505	115.47380	28.66890	1101.75080	860.95698	339.43457
3.68646	2456.12181	2452.06842	116.19987	28.92955	1117.35757	854.25226	335.32917
3.67436	2461.26818	2457.88077	116.93271	29.19394	1133.03969	847.43984	331.27460
3.66225	2466.38733	2463.71112	117.67239	29.46213	1148.78140	840.52505	327.27016
3.65015	2471.48530	2469.54730	118.41900	29.73421	1164.56569	833.51324	323.31517
3.63804	2476.70090	2475.37584	119.17262	30.01024	1180.37425	826.40976	319.40896
3.62594	2482.08375	2481.18196	119.93335	30.29031	1196.18745	819.21998	315.55087
3.61383	2487.47567	2486.94953	120.70127	30.57449	1211.98429	811.94924	311.74024
3.60173	2493.14937	2492.66105	121.47647	30.86288	1227.74241	804.60286	307.97643
3.58962	2498.85619	2498.29758	122.25903	31.15554	1243.43806	797.18614	304.25880
3.57752	2504.51340	2503.83878	123.04906	31.45258	1259.04609	789.70433	300.58673
3.56541	2510.12932	2509.26290	123.84665	31.75408	1274.53996	782.16263	296.95959
3.55331	2515.66626	2514.54676	124.65189	32.06012	1289.89177	774.56621	293.37677
3.54120	2521.00178	2519.66576	125.46487	32.37080	1305.07227	766.92014	289.83768
3.52910	2526.16999	2524.59398	126.28570	32.68623	1320.05090	759.22944	286.34172
3.51700	2531.25690	2529.30415	127.11447	33.00648	1334.79584	751.49905	282.88831
3.50489	2536.04896	2533.76776	127.95129	33.33168	1349.27409	743.73383	279.47686
3.49279	2540.43645	2537.95510	128.79626	33.66191	1363.45156	735.93855	276.10682
3.48068	2544.38523	2541.83539	129.64948	33.99728	1377.29314	728.11786	272.77762
3.46858	2547.46831	2545.37687	130.51106	34.33791	1390.76284	720.27636	269.48871
3.45647	2549.90205	2548.54694	131.38110	34.68390	1403.82390	712.41849	266.23955
3.44437	2551.43896	2551.31230	132.25972	35.03537	1416.43898	704.54864	263.02959
3.43226	2551.76466	2553.63910	133.14702	35.39244	1428.57029	696.67103	259.85831
3.42016	2551.09610	2555.49314	134.04313	35.75522	1440.17978	688.78981	256.72520
3.40805	2549.59611	2556.84007	134.94814	36.12384	1451.22936	680.90899	253.62973
3.39595	2547.15530	2557.64558	135.86219	36.49843	1461.68109	673.03248	250.57139
3.38384	2543.89080	2557.87566	136.78538	36.87912	1471.49743	665.16403	247.54970
3.37174	2539.97985	2557.49680	137.71784	37.26603	1480.64146	657.30731	244.56416
3.35963	2535.54077	2556.47628	138.65970	37.65931	1489.07715	649.46584	241.61428
3.34753	2530.64663	2554.78238	139.61106	38.05910	1496.76961	641.64303	238.69959
3.33542	2525.18072	2552.38470	140.57206	38.46554	1503.68534	633.84214	235.81961
3.32332	2518.95546	2549.25437	141.54284	38.87878	1509.79253	626.06634	232.97388
3.31121	2512.18156	2545.36436	142.52351	39.29898	1515.06127	618.31865	230.16195
3.29911	2505.09787	2540.68968	143.51421	39.72629	1519.46386	610.60196	227.38337
3.28700	2497.90805	2535.20771	144.51507	40.16088	1522.97502	602.91906	224.63768
3.27490	2491.03860	2528.89836	145.52624	40.60290	1525.57218	595.27259	221.92446
3.26280	2484.01452	2521.74435	146.54785	41.05254	1527.23562	587.66509	219.24327
3.25069	2477.13780	2513.73138	147.58003	41.50996	1527.94874	580.09896	216.59369
3.23859	2470.07372	2504.84832	148.62295	41.97534	1527.69824	572.57650	213.97529
3.22648	2462.58954	2495.08736	149.67673	42.44888	1526.47420	565.09988	211.38768
3.21438	2454.58427	2484.44417	150.74153	42.93076	1524.27030	557.67115	208.83043
3.20227	2445.87524	2472.91794	151.81750	43.42117	1521.08385	550.29226	206.30315
3.19017	2436.41058	2460.51147	152.90480	43.92033	1516.91585	542.96503	203.80545
3.17806	2426.36499	2447.23121	154.00358	44.42844	1511.77105	535.69120	201.33694
3.16596	2415.61108	2433.08724	155.11399	44.94570	1505.65793	528.47238	198.89723
3.15385	2403.88970	2418.09321	156.23620	45.47234	1498.58863	521.31008	196.48595
3.14175	2391.20194	2402.26630	157.37037	46.00859	1490.57889	514.20572	194.10272
3.12964	2377.55335	2385.62708	158.51668	46.55468	1481.64793	507.16060	191.74718
3.11754	2362.96629	2368.19936	159.67528	47.11085	1471.81832	500.17594	189.41897
3.10543	2347.74616	2350.01007	160.84636	47.67734	1461.11577	493.25287	187.11773
3.09333	2331.83754	2331.08899	162.03008	48.25441	1449.56897	486.39242	184.84311
3.08122	2315.52445	2311.46857	163.22663	48.84231	1437.20933	479.59554	182.59476
3.06912	2298.61753	2291.18368	164.43619	49.44133	1424.07075	472.86308	180.37235
3.05701	2281.31934	2270.27135	165.65893	50.05172	1410.18933	466.19582	178.17554
3.04491	2263.81538	2248.77046	166.89506	50.67379	1395.60314	459.59447	176.00400
3.03280	2246.07373	2226.72154	168.14476	51.30781	1380.35191	453.05965	173.85740
3.02070	2228.08860	2204.16638	169.40822	51.95410	1364.47671	446.59192	171.73543
3.00860	2209.51743	2181.14783	170.68565	52.61296	1348.01972	440.19174	169.63776
2.99649	2190.46321	2157.70947	171.97724	53.28472	1331.02389	433.85953	167.56409
2.98439	2170.48671	2133.89533	173.28321	53.96970	1313.53267	427.59565	165.51410
2.97228	2149.78852	2109.74963	174.60375	54.66824	1295.58977	421.40037	163.48750
2.96018	2128.00291	2085.31653	175.93908	55.38069	1277.23884	415.27393	161.48399
2.94807	2105.29089	2060.63987	177.28941	56.10742	1258.52327	409.21648	159.50328
2.93597	2081.67343	2035.76293	178.65498	56.84880	1239.48594	403.22815	157.54507
2.92386	2057.63176	2010.72827	180.03599	57.60520	1220.16901	397.30900	155.60908
2.91176	2032.99382	1985.57748	181.43268	58.37702	1200.61373	391.45903	153.69503
2.89965	2007.88726	1960.35106	182.84528	59.16467	1180.86026	385.67822	151.80264
2.88755	1982.48141	1935.08823	184.27402	59.96856	1160.94753	379.96648	149.93164
2.87544	1956.40945	1909.82680	185.71915	60.78913	1140.91307	374.32370	148.08176
2.86334	1930.01361	1884.60311	187.18091	61.62681	1120.79296	368.74970	146.25273
2.85123	1903.06510	1859.45188	188.65955	62.48208	1100.62167	363.24429	144.44430
2.83913	1875.96302	1834.40618	190.15532	63.35538	1080.43203	357.80723	142.65621
2.82702	1848.44348	1809.49734	191.66849	64.24723	1060.25517	352.43826	140.88820
2.81492	1820.87034	1784.75495	193.19930	65.15810	1040.12047	347.13706	139.14002
2.80281	1793.48214	1760.20682	194.74804	66.08851	1020.05553	341.90330	137.41143
2.79071	1765.98971	1735.87898	196.31497	67.03900	1000.08618	336.73663	135.70219
2.77860	1738.42955	1711.79567	197.90038	68.01011	980.23648	331.63666	134.01205
2.76650	1710.90137	1687.97941	199.50454	69.00240	960.52872	326.60296	132.34079
2.75440	1683.41451	1664.45096	201.12774	70.01645	940.98350	321.63510	130.68816
2.74229	1656.14302	1641.22940	202.77028	71.05286	921.61969	316.73264	129.05394
2.73019	1629.47283	1618.33218	204.43245	72.11223	902.45453	311.89507	127.43791
2.71808	1603.25412	1595.77517	206.11456	73.19520	883.50366	307.12192	125.83983
2.70598	1577.48948	1573.57269	207.81692	74.30241	864.78120	302.41266	124.25950
2.69387	1551.62498	1551.73761	209.53985	75.43453	846.29978	297.76676	122.69669
2.68177	1525.68111	1530.28140	211.28367	76.59225	828.07060	293.18368	121.15120
2.66966	1500.12530	1509.21420	213.04871	77.77626	810.10356	288.66286	119.62281
2.65756	1475.29710	1488.54489	214.83529	78.98730	792.40725	284.20372	118.11132
2.64545	1451.10138	1468.28116	216.64377	80.22611	774.98907	279.80569	116.61652
2.63335	1427.47842	1448.42959	218.47448	81.49345	757.85528	275.46816	115.13822
2.62124	1404.29668	1428.99571	220.32779	82.79009	741.01106	271.19055	113.67621
2.60914	1381.30938	1409.98407	222.20406	84.11686	724.46063	266.97223	112.23029
2.59703	1358.88228	1391.39833	224.10365	85.47455	708.20725	262.81259	110.80029
2.58493	1337.35735	1373.24129	226.02693	86.86403	692.25332	258.71101	109.38600
2.57282	1316.67791	1355.51498	227.97430	88.28616	676.60045	254.66685	107.98723
2.56072	1296.63410	1338.22073	229.94613	89.74181	661.24949	250.67948	106.60382
2.54861	1277.19940	1321.35920	231.94284	91.23189	646.20064	246.74826	105.23556
2.53651	1258.58066	1304.93045	233.96482	92.75732	631.45346	242.87256	103.88229
2.52440	1240.87065	1288.93401	236.01249	94.31904	617.00694	239.05171	102.54383
2.51230	1224.02400	1273.36892	238.08628	95.91801	602.85955	235.28509	101.21999
2.50019	1207.79921	1258.23377	240.18661	97.55521	589.00931	231.57202	99.91062
2.48809	1192.01636	1243.52674	242.31393	99.23163	575.45377	227.91188	98.61553
2.47598	1176.85740	1229.24567	244.46868	100.94828	562.19016	224.30399	97.33455
2.46388	1162.47372	1215.38809	246.65134	102.70618	549.21531	220.74772	96.06753
2.45177	1149.44570	1201.95122	248.86237	104.50637	536.52579	217.24240	94.81429
2.43967	1137.50787	1188.93207	251.10226	106.34989	524.11787	213.78738	93.57468
2.42756	1126.27677	1176.32742	253.37149	108.23779	511.98760	210.38200	92.34853
2.41545	1115.35090	1164.13384	255.67059	110.17115	500.13081	207.02561	91.13567
2.40335	1104.75977	1152.34777	258.00007	112.15102	488.54316	203.71756	89.93595
2.39124	1094.53110	1140.96549	260.36046	114.17848	477.22013	200.45719	88.74922
2.37913	1085.16209	1129.98316	262.75233	116.25459	466.15711	197.24383	87.57530
2.36702	1076.68648	1119.39686	265.17624	118.38042	455.34933	194.07684	86.41404
2.35491	1068.98800	1109.20255	267.63278	120.55701	444.79194	190.95554	85.26529
2.34280	1061.60217	1099.39615	270.12255	122.78540	434.48004	187.87928	84.12887
2.33069	1054.62981	1089.97348	272.64620	125.06663	424.40862	184.84739	83.00464
2.31857	1048.24951	1080.93034	275.20438	127.40169	414.57264	181.85920	81.89243
2.30646	1042.52637	1072.26246	277.79778	129.79155	404.96703	178.91402	80.79207
2.29434	1037.51359	1063.96554	280.42712	132.23715	395.58668	176.01119	79.70339
2.28221	1033.09906	1056.03524	283.09316	134.73940	386.42646	173.15000	78.62623
2.27009	1029.12256	1048.46720	285.79668	137.29915	377.48121	170.32975	77.56040
2.25796	1025.14610	1041.25699	288.53855	139.91720	368.74577	167.54973	76.50573
2.24582	1021.26494	1034.40017	291.31964	142.59428	360.21499	164.80923	75.46203
2.23368	1017.59780	1027.89227	294.14091	145.33107	351.88369	162.10749	74.42911
2.22153	1014.37278	1021.72876	297.00338	148.12816	343.74670	159.44376	73.40675
2.20937	1011.53878	1015.90508	299.90815	150.98603	335.79887	156.81727	72.39476
2.19720	1009.00211	1010.41663	302.85638	153.90510	328.03502	154.22722	71.39291
2.18502	1006.63320	1005.25874	305.84936	156.88563	320.45000	151.67278	70.40096
2.17282	1004.47716	1000.42669	308.88846	159.92780	313.03865	149.15312	69.41867
2.16061	1002.53661	995.91571	311.97517	163.03160	305.79581	146.66735	68.44579
2.14838	1000.70304	991.72095	315.11113	166.19688	298.71634	144.21457	67.48203
2.13613	998.75026	987.83747	318.29811	169.42332	291.79509	141.79385	66.52710
